,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,officialname.xml:lang,officialname.type,officialname.value,origindate.datatype,origindate.type,origindate.value,assets.datatype,assets.type,assets.value,equity.datatype,equity.type,equity.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,country
170,uri,http://www.wikidata.org/entity/Q12218618,en,literal,The National Company for Glass Industries,ar,literal,شركة الصناعات الزجاجية الوطنية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,739154000,http://www.w3.org/2001/XMLSchema#decimal,literal,652522000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
171,uri,http://www.wikidata.org/entity/Q20403513,en,literal,Bawan Co.,ar,literal,شركة بوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-08-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2252904000,http://www.w3.org/2001/XMLSchema#decimal,literal,606615000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
172,uri,http://www.wikidata.org/entity/Q3535226,en,literal,Almarai Company,ar,literal,شركة المراعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,33148042000,http://www.w3.org/2001/XMLSchema#decimal,literal,14484373000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
173,uri,http://www.wikidata.org/entity/Q20401398,en,literal,SACO Hardware,ar,literal,الشركة السعودية للعدد والأدوات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-19T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1763385000,http://www.w3.org/2001/XMLSchema#decimal,literal,634834000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2400,,,,,,,wd:Q851
174,uri,http://www.wikidata.org/entity/Q91607548,en,literal,Hilton Suites Makkah,en,literal,Hilton Suites Makkah,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-03-03T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
175,uri,http://www.wikidata.org/entity/Q12208618,en,literal,Halwani Bros. Co.,ar,literal,شركة حلواني إخوان,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,949276000,http://www.w3.org/2001/XMLSchema#decimal,literal,461887000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
176,uri,http://www.wikidata.org/entity/Q6172690,en,literal,Jeddah Hilton Hotel,en,literal,Jeddah Hilton Hotel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
177,uri,http://www.wikidata.org/entity/Q20401488,en,literal,National Medical Care Co.,ar,literal,الشركة الوطنية للرعاية الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-10-27T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1356245000,http://www.w3.org/2001/XMLSchema#decimal,literal,1032891000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
178,uri,http://www.wikidata.org/entity/Q12218618,en,literal,The National Company for Glass Industries,ar,literal,شركة الصناعات الزجاجية الوطنية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1990-01-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,739154000,http://www.w3.org/2001/XMLSchema#decimal,literal,631035000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
179,uri,http://www.wikidata.org/entity/Q56406589,en,literal,Saudi Brodcasting Corporation,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
180,uri,http://www.wikidata.org/entity/Q28715280,en,literal,Lazurde Company for Jewelry,ar,literal,شركة لازوردي للمجوهرات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2015035000,http://www.w3.org/2001/XMLSchema#decimal,literal,403054000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q57262277,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
181,uri,http://www.wikidata.org/entity/Q30276144,en,literal,DoubleTree by Hilton Hotel Dhahran,en,literal,DoubleTree by Hilton Hotel Dhahran,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
182,uri,http://www.wikidata.org/entity/Q3535226,en,literal,Almarai Company,ar,literal,شركة المراعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,33148042000,http://www.w3.org/2001/XMLSchema#decimal,literal,14653349000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
183,uri,http://www.wikidata.org/entity/Q1761176,en,literal,Al-Rajhi Bank,ar,literal,مصرف الراجحي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1957-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,384086576000,http://www.w3.org/2001/XMLSchema#decimal,literal,51191657000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q1416657,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,7600,,,,,,,wd:Q851
184,uri,http://www.wikidata.org/entity/Q20401398,en,literal,SACO Hardware,ar,literal,الشركة السعودية للعدد والأدوات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-11-19T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1763385000,http://www.w3.org/2001/XMLSchema#decimal,literal,510609000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,http://www.w3.org/2001/XMLSchema#decimal,literal,2400,,,,,,,wd:Q851
185,uri,http://www.wikidata.org/entity/Q5404584,en,literal,Etihad Atheeb Telecom Co.,ar,literal,شركة اتحاد عذيب للاتصالات,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-02-25T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1389383000,http://www.w3.org/2001/XMLSchema#decimal,literal,479702000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
186,uri,http://www.wikidata.org/entity/Q12218587,en,literal,The Company for Cooperative Insurance,ar,literal,الشركة التعاونية للتأمين,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-18T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,14114485000,,,,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43183,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
187,uri,http://www.wikidata.org/entity/Q20403421,en,literal,Mouwasat Medical Services Co.,ar,literal,شركة المواساة للخدمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1974-02-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3523245000,http://www.w3.org/2001/XMLSchema#decimal,literal,1289130000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
188,uri,http://www.wikidata.org/entity/Q4120111,en,literal,Alinma Bank,ar,literal,مصرف الإنماء,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-03-28T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,131839441000,http://www.w3.org/2001/XMLSchema#decimal,literal,22444924000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q43015,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
189,uri,http://www.wikidata.org/entity/Q105713910,en,literal,Body Masters,,,,,,,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
190,uri,http://www.wikidata.org/entity/Q12239109,en,literal,Astra Industrial Group,ar,literal,مجموعة أسترا الصناعية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-08-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2820642000,http://www.w3.org/2001/XMLSchema#decimal,literal,1215281000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
191,uri,http://www.wikidata.org/entity/Q20401353,en,literal,Saudi Steel Pipe Co.,ar,literal,الشركة السعودية لأنابيب الصلب,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-06-10T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1118894000,http://www.w3.org/2001/XMLSchema#decimal,literal,559443000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
192,uri,http://www.wikidata.org/entity/Q12218659,en,literal,Jabal Omar Development Co.,ar,literal,شركة جبل عمر للتطوير,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-10-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,29150897000,http://www.w3.org/2001/XMLSchema#decimal,literal,9223169000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
193,uri,http://www.wikidata.org/entity/Q12218623,en,literal,National Gas and Industrialization Co.,ar,literal,شركة الغاز والتصنيع الأهلية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-12-09T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2109572000,http://www.w3.org/2001/XMLSchema#decimal,literal,1135048000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
194,uri,http://www.wikidata.org/entity/Q12218607,en,literal,Zamil Industrial,ar,literal,شركة الزامل للاستثمار الصناعي,http://www.w3.org/2001/XMLSchema#dateTime,literal,1998-07-08T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,5643398000,http://www.w3.org/2001/XMLSchema#decimal,literal,1939842000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q187939,literal,,literal,,literal,http://www.wikidata.org/entity/Q160320,literal,,,,,,,,,,,wd:Q851
195,uri,http://www.wikidata.org/entity/Q12188891,en,literal,Saudi Automotive Services Co.,ar,literal,الشركة السعودية لخدمات السيارات والمعدات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-12-24T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,2460907000,http://www.w3.org/2001/XMLSchema#decimal,literal,728518000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
196,uri,http://www.wikidata.org/entity/Q3817700,en,literal,Saudi International Petrochemical Company,ar,literal,شركة الصحراء العالمية للبتروكيماويات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-12-22T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,23991272000,http://www.w3.org/2001/XMLSchema#decimal,literal,5843538000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q862571,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
197,uri,http://www.wikidata.org/entity/Q20402993,en,literal,ARAM Production,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-08-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
198,uri,http://www.wikidata.org/entity/Q12199341,en,literal,Bank Aljazira,ar,literal,بنك الجزيرة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-06-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,86544344000,http://www.w3.org/2001/XMLSchema#decimal,literal,11244472000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
199,uri,http://www.wikidata.org/entity/Q12188903,en,literal,Saudi Electricity Company,ar,literal,الشركة السعودية للكهرباء,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,479829990000,http://www.w3.org/2001/XMLSchema#decimal,literal,72309407000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q20385848,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
200,uri,http://www.wikidata.org/entity/Q12184641,en,literal,Saudi Investment Bank,ar,literal,البنك السعودي للإستثمار,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-06-23T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,100814596000,http://www.w3.org/2001/XMLSchema#decimal,literal,14279067000,uri,http://www.wikidata.org/entity/Q851,literal,"http://www.wikidata.org/entity/Q1416657, http://www.wikidata.org/entity/Q837171, http://www.wikidata.org/entity/Q806718",literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
201,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q842,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
202,uri,http://www.wikidata.org/entity/Q28715288,en,literal,Middle East Healthcare Co.,ar,literal,شركة الشرق الأوسط للرعاية الصحية,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-05-05T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,3305498000,http://www.w3.org/2001/XMLSchema#decimal,literal,1445742000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
203,uri,http://www.wikidata.org/entity/Q12218555,en,literal,Abdullah AlOthaim Markets,ar,literal,شركة أسواق عبدالله العثيم,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-05-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4766126000,http://www.w3.org/2001/XMLSchema#decimal,literal,1487435000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q126793,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
204,uri,http://www.wikidata.org/entity/Q1742118,en,literal,Kingdom Holding Company,ar,literal,شركة المملكة القابضة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1980-01-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,48370443000,http://www.w3.org/2001/XMLSchema#decimal,literal,31477126000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q219577,literal,,literal,http://www.wikidata.org/entity/Q293679,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
205,uri,http://www.wikidata.org/entity/Q12218659,en,literal,Jabal Omar Development Co.,ar,literal,شركة جبل عمر للتطوير,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-10-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,29150897000,http://www.w3.org/2001/XMLSchema#decimal,literal,10185275000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
206,uri,http://www.wikidata.org/entity/Q12188922,en,literal,United International Transportation Co.,ar,literal,الشركة المتحدة الدولية للمواصلات,http://www.w3.org/2001/XMLSchema#dateTime,literal,1978-12-17T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,1452808000,http://www.w3.org/2001/XMLSchema#decimal,literal,1159799000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
207,uri,http://www.wikidata.org/entity/Q12199341,en,literal,Bank Aljazira,ar,literal,بنك الجزيرة,http://www.w3.org/2001/XMLSchema#dateTime,literal,1975-06-21T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,86544344000,http://www.w3.org/2001/XMLSchema#decimal,literal,8103526000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q374365,literal,,,,,,,,,,,wd:Q851
208,uri,http://www.wikidata.org/entity/Q4166498,en,literal,Al Bilad Bank,ar,literal,بنك البلاد,http://www.w3.org/2001/XMLSchema#dateTime,literal,2004-11-01T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,86075431000,http://www.w3.org/2001/XMLSchema#decimal,literal,9425923000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3692,literal,,,,,,,,,,,wd:Q851
209,uri,http://www.wikidata.org/entity/Q7188614,en,literal,Alsalam Aerospace Industries,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q47157,literal,,,,,,,,,,,wd:Q851
210,uri,http://www.wikidata.org/entity/Q7370229,en,literal,Rotana Hotels,,,,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,,,,,,,uri,http://www.wikidata.org/entity/Q846,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1519,literal,,,,,,,,,,,wd:Q851
211,uri,http://www.wikidata.org/entity/Q12188899,en,literal,Saudi Pharmaceutical Industries and Medical Appliances Corp.,ar,literal,الشركة السعودية للصناعات الدوائية والمستلزمات الطبية,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-01-20T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,4623919000,http://www.w3.org/2001/XMLSchema#decimal,literal,2641944000,uri,http://www.wikidata.org/entity/Q851,literal,http://www.wikidata.org/entity/Q507443,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
212,uri,http://www.wikidata.org/entity/Q12218659,en,literal,Jabal Omar Development Co.,ar,literal,شركة جبل عمر للتطوير,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-10-30T00:00:00Z,http://www.w3.org/2001/XMLSchema#decimal,literal,29150897000,http://www.w3.org/2001/XMLSchema#decimal,literal,9783230000,uri,http://www.wikidata.org/entity/Q851,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,wd:Q851
