SDC Deal No,Date Announced,Rank Date,"Rank Value inc. Net Debt of Target
(USD, Millions)",Target Full Name,Target Macro Industry,Target Mid Industry,Target Nation,Acquiror Full Name,Acquiror Macro Industry,Acquiror Mid Industry,Acquiror Nation,"Target Financial Advisors Name
('|')","Acquiror Financial Advisors Name
('|')",Deal Status,Form of the Deal,Acquiror Number of Employees,Target Number of Employees,Acquiror PermID,Target PermID,Target Founded Date,Target Primary Ticker Symbol,Acquiror Founded Date,"Acquiror Current Assets Last 12 Months
(USD, Millions)","Current Assets Last 12 Months 
(USD, Millions)","Acquiror Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Target Market Value 4 Weeks Prior to Announcement
(USD, Millions)","Region of Headquarters
('|')","Acquiror CashFLow LTM
(USD, Millions)","EBITDA Last 12 Months
(USD, Millions)"
4019508040,12/20/2022,12/20/2022,23.46,Bird Canada Inc,Retail,Automotive Retailing,Canada,Bird Global Inc,High Technology,Software,United States,,Stout,Completed,Merger,,,5079233886,5070823457,01/01/2019,,01/04/2017,,,,,Americas,,
4019518040,12/09/2022,12/09/2022,0.00,MOERK GmbH & Co. KG,Industrials,Building/Construction & Engineering,Germany,Jaeckle+Flaig Baustoff-GmbH,Materials,Construction Materials,Germany,Sonntag Corporate Finance GmbH,,Pending,Merger,,,5083696884,5001345068,,,,,41.45,,,Europe,,5.79
4019545040,10/03/2022,10/03/2022,0.00,Outlet Mall Messancy SRL,Industrials,Building/Construction & Engineering,Belgium,ImRaum Immobilien GmbH,Real Estate,Real Estate Management & Development,Austria,,,Completed,Merger,,,5083696808,5055441395,,,,,,,,Europe,,
4019581020,12/14/2022,12/14/2022,0.00,Helm Partners LLC,Telecommunications,Other Telecom,United States,Bluewave Technology Group LLC,High Technology,IT Consulting & Services,United States,,,Completed,Merger,,,5082163248,5043836228,01/01/2001,,01/01/2016,,,,,Americas,,
4019645020,12/13/2022,12/13/2022,0.00,Versalus Health LLC,Consumer Products and Services,Professional Services,United States,CorroHealth Inc,Consumer Products and Services,Professional Services,United States,,,Completed,Merger,,,5042936900,,,,01/01/2010,,,,,Americas,,
4019674040,01/05/2023,01/05/2023,47.91,Qingyang Tongbu Port Management Co Ltd,Industrials,Transportation & Infrastructure,China (Mainland),Anhui Baomei Light Alloy Co Ltd,Materials,Metals & Mining,China (Mainland),,ICBC,Pending,Merger,,,5079208658,5083697283,15/04/2013,,26/11/2020,,,,,Asia Pacific Excluding Central Asia,,
4019709040,12/27/2022,12/27/2022,0.00,Tianjin Xingjin Enterprise Management Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),Tianjin Water Group Co Ltd,Energy and Power,Water and Waste Management,China (Mainland),,,Pending,Merger,,,5052131098,5053940658,,,12/01/2016,,,,,Asia Pacific Excluding Central Asia,,
4019720040,12/20/2022,12/20/2022,0.00,W.J Deans Transportation Inc,Industrials,Transportation & Infrastructure,Canada,2635-8762 Quebec Inc,Industrials,Transportation & Infrastructure,Canada,,,Completed,Merger,,,5074074978,5079971786,01/01/1986,,01/01/1995,,,,,Americas,,
4019739040,12/26/2022,12/26/2022,0.00,T3,High Technology,Software,Japan,VC Holdings,Financials,Other Financials,Japan,SMBC Nikko Securities Inc,,Pending,Merger,,,5083696309,5083696513,08/12/1999,,,,,,,Japan,,
4019748040,11/04/2022,11/04/2022,0.00,The American School Of Bangkok,Consumer Products and Services,Educational Services,Thailand,XCL Education Holdings Pte Ltd,Government and Agencies,Public Administration,Singapore,Ernst & Young LLP,,Completed,Merger,,,5080044936,5083243785,,,,,,,,Asia Pacific Excluding Central Asia,,
4019781040,12/27/2022,12/27/2022,2.22,Hezong Medicine Easy-to-buy (Henan) Pharmaceutical Co. Ltd,Consumer Products and Services,Other Consumer Products,China (Mainland),Li Yuemin,Financials,Other Financials,China (Mainland),,,Pending,Merger,,,,5083697333,11/07/2018,,,,,,,Asia Pacific Excluding Central Asia,,
4019794040,12/27/2022,12/27/2022,0.00,TOMONI Yume Bokusha,Consumer Staples,Agriculture & Livestock,Japan,Investor Group,Financials,Other Financials,Japan,,Tokyo Financial Advisers,Completed,Merger,,,,5000391173,11/04/2007,,,,,,,Japan,,
4019816040,10/03/2022,10/03/2022,0.00,AnaCap Financial Partners-Credit Business,Financials,Other Financials,United Kingdom,Shareholders,Financials,Other Financials,United Kingdom,DC Advisory,,Completed,Acquisition,,,,,01/01/2009,,,,,,,Europe,,
4019822040,12/26/2022,12/26/2022,0.00,Mitsubishi Heavy Industries Ltd-Generator Business,Energy and Power,Other Energy & Power,Japan,Mitsubishi Electric Corp-Generator Business,Energy and Power,Other Energy & Power,Japan,,PricewaterhouseCoopers,Pending,Merger,,,,,,,,,,,,Japan,,
4019832040,12/26/2022,12/26/2022,0.00,Undisclosed Civil Engineering Co Japan,Industrials,Building/Construction & Engineering,Japan,Yonago Holdings,Financials,Other Financials,Japan,,Aozora Bank Ltd,Completed,Merger,,,5083697581,,,,,,,,,Japan,,
4019833040,12/21/2022,12/21/2022,0.00,Universo Pet Comercio de Produtos e Servicos Veterinarios SA,Retail,Other Retailing,Brazil,Cobasi Comercio de Produtos Basicos e Industrializados SA,Retail,Other Retailing,Brazil,Banco Itau-BBA SA,,Pending,Merger,,,5039725144,5071534113,,,01/01/1985,116.37,,,,Americas,,
4019851020,12/08/2022,12/08/2022,0.00,Michigan Medicine,Healthcare,Hospitals,United States,Sparrow Health System Inc,Healthcare,Hospitals,United States,,,Pending,Merger,,,4298216805,5008501471,,,01/01/1912,448.90,,,,Americas,,
4019854040,12/28/2022,12/28/2022,0.00,Eisai Distribution Co Ltd,Industrials,Transportation & Infrastructure,Japan,Yasuda Logistics Corp,Industrials,Other Industrials,Japan,,Mizuho Securities Co Ltd,Pending,Merger,,,4295878792,5035453080,01/04/1991,,20/12/1919,209.33,,,,Japan,,
4019859040,12/28/2022,12/28/2022,12.69,Anqing Xinkun Trading Co Ltd,Consumer Staples,Textiles & Apparel,China (Mainland),Anhui Huamao Textile Co Ltd,Consumer Staples,Textiles & Apparel,China (Mainland),,,Pending,Merger,,,4295864037,5083697368,06/09/2022,,10/07/1998,425.42,,,,Asia Pacific Excluding Central Asia,,
4019861040,12/27/2022,12/27/2022,3.76,AWZ,Financials,Other Financials,Japan,ZUU Co Ltd,Financials,Other Financials,Japan,,,Completed,Merger,,,5046708210,5074546011,03/12/2018,,02/04/2013,14.14,,34.42,,Japan,,
4019865040,12/28/2022,12/28/2022,0.00,NewingSoft Inc,High Technology,Software,Japan,SUNLOFT Corp,Media and Entertainment,Advertising & Marketing,Japan,,Maxus Corporate Advisory Inc,Completed,Merger,,,5081873333,5055466294,23/02/1999,,01/07/1968,,,,,Japan,,
4019870040,12/15/2022,12/15/2022,0.00,Huiding Insurance Brokerage Co Ltd,Financials,Insurance,China (Mainland),Anhui Weilai Data Technology Co Ltd,High Technology,IT Consulting & Services,China (Mainland),,,Completed,Merger,,,5083697626,5082114998,12/05/2014,,21/10/2022,,,,,Asia Pacific Excluding Central Asia,,
4019878040,12/18/2022,12/18/2022,551.13,Boa Vista Servicos SA,Consumer Products and Services,Professional Services,Brazil,Equifax do Brasil Ltda,Consumer Products and Services,Professional Services,Brazil,UBS Investment Bank|Banco Itau-BBA SA|Citi,,Pending,Merger,,,4296959971,5001420978,01/01/2010,BOAS3,01/01/1998,,283.29,,454.30,Americas,,46.49
4019883040,12/26/2022,12/26/2022,0.00,NJ Holding Ltd,Materials,Chemicals,China (Mainland),Value Investment Co Ltd,Financials,Other Financials,Taiwan,,,Pending,Merger,,,5083697634,5083697632,,,,,,,,Asia Pacific Excluding Central Asia,,
4019885040,12/19/2022,12/19/2022,61.85,Sleep Cycle AB,High Technology,Software,Sweden,Velvet Cichlid AB,Real Estate,Real Estate Management & Development,Sweden,SEB,Carnegie Investment Bank AB,Pending,Merger,,,5083690688,5073665435,01/01/2009,SLEEP,,,24.82,,59.72,Europe,,4.47
4019887040,12/28/2022,12/28/2022,0.00,Tianjin Jinkai Enterprise Management Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),Tianjin Jinrong Investment Service Group Co Ltd,Financials,Other Financials,China (Mainland),,,Completed,Merger,,,5045851823,5083453127,,,26/07/2013,"1,709.79",,,,Asia Pacific Excluding Central Asia,,
4019903040,12/27/2022,12/27/2022,0.00,Kaganoi Shuzo,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,4297771032,27/04/2006,,01/04/2010,,,,,Japan,,
4019909040,12/27/2022,12/27/2022,0.00,Oita Shuzo,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,4297877786,11/12/2016,,01/04/2010,,,,,Japan,,
4019915040,12/22/2022,12/22/2022,9.06,StarFIN Holdings Ltd,Financials,Other Financials,Malaysia,AsiaFIN Holdings Corp,Financials,Other Financials,Malaysia,,,Completed,Merger,,,5079231658,5083697631,,,,0.92,,,,Asia Pacific Excluding Central Asia,,
4019929020,12/28/2022,12/28/2022,1.20,SalesDirector.ai Inc,High Technology,Software,United States,BTC Mobility LLC,High Technology,Software,United States,,,Completed,Merger,,,5073147180,5083697623,01/01/2016,,,,,,,Americas,,
4019940040,06/20/2022,06/20/2022,31.49,The Bridge-Office Complex,Real Estate,Non Residential,Italy,Antirion Global Compartment Core Fund,Financials,Asset Management,Italy,,,Completed,Merger,,,5072795853,,,,,,,,,Europe,,
4019966040,12/20/2022,12/20/2022,146.33,Pt Andalan Bersama Investama,Financials,Other Financials,Indonesia,PT Pani Bersama Jaya,Financials,Other Financials,Indonesia,,,Pending,Merger,,,5066606315,5083697397,01/07/2015,,,,,,,Asia Pacific Excluding Central Asia,,
4019974040,10/26/2022,10/26/2022,0.00,PT Pradiksi Gunatama Tbk,Consumer Staples,Food and Beverage,Indonesia,PT Senabangun Anekapertiwi,Financials,Other Financials,Indonesia,,,Pending,Merger,,,5083697544,5074851226,01/01/1995,PGUN,,,20.10,,203.08,Asia Pacific Excluding Central Asia,,19.69
4019995040,12/14/2022,12/14/2022,473.44,Poonawalla Housing Finance Ltd,Financials,Diversified Financials,India,Perseus SG Pte Ltd,Financials,Other Financials,Singapore,Ambit Corporate Finance,Goldman Sachs & Co,Pending,Merger,,,5083697408,5037945378,,,,,,,,Asia Pacific Excluding Central Asia,,
4020032040,01/16/2023,01/16/2023,0.00,Matalan Retail Ltd,Retail,Apparel Retailing,United Kingdom,Investor Group,Financials,Other Financials,United Kingdom,,,Pending,Merger,,,,4295896072,,,,,184.31,,,Europe,,
4020033040,11/17/2022,11/17/2022,0.00,Grupa Nowy Szpital Holding SA,Financials,Other Financials,Poland,PHPL sro,Healthcare,Healthcare Providers & Services (HMOs),Slovakia,KPMG,,Pending,Merger,,,5083697434,5048743730,24/07/2015,,01/10/2022,,,,,Europe,,
4020036040,12/28/2022,12/28/2022,1.16,Constantia Life & Health Assurance Co Ltd,Financials,Insurance,South Africa,Affinity Financial Services Pty Ltd,Financials,Insurance,South Africa,,,Pending,Merger,,,5083697720,5037049472,01/01/1952,,,,,,,"Africa, Middle East, or Central Asia",,
4020066040,12/07/2022,12/07/2022,0.00,Tribefire Studios,Media and Entertainment,Advertising & Marketing,Namibia,Future Media Holdings (Pty) Ltd,Media and Entertainment,Advertising & Marketing,Namibia,,,Pending,Merger,,,5083213067,5083697724,,,,,,,,"Africa, Middle East, or Central Asia",,
4020067040,12/21/2022,12/21/2022,29.39,Prairie Lithium Corp,Materials,Metals & Mining,Canada,Arizona Lithium Ltd,Materials,Metals & Mining,Australia,Eight Capital,,Pending,Merger,,,4295858294,5081395440,01/01/2019,,01/05/1969,29.93,,124.55,,Americas,,
4020091040,12/28/2022,12/28/2022,0.05,Imperial Education (Ipoh) Sdn Bhd,Consumer Products and Services,Educational Services,Malaysia,SEGi EduHub Sdn Bhd,Real Estate,Real Estate Management & Development,Malaysia,,,Completed,Merger,,,5068335513,5076373187,07/10/2004,,29/09/2003,,,,,Asia Pacific Excluding Central Asia,,
4020116040,12/06/2022,12/06/2022,0.62,Kamtress Automation Systems Pvt Ltd,Materials,Metals & Mining,India,Grauer & Weil India Ltd,Materials,Chemicals,India,,,Completed,Merger,,,4295873298,5034842921,21/08/1989,,01/01/1957,70.82,,,,Asia Pacific Excluding Central Asia,,
4020117040,12/06/2022,12/06/2022,96.59,Finlogic SpA,Consumer Products and Services,Professional Services,Italy,Finlogic SpA SPV,Financials,Other Financials,Italy,,Vitale&Co-IMAP,Intended,Merger,,,,5046286577,,FNL,,,44.81,,55.77,Europe,,9.25
4020119040,05/18/2022,05/18/2022,0.00,Rct Industry SAS,Industrials,Other Industrials,France,Gestal Group,Industrials,Building/Construction & Engineering,France,Sodica,,Completed,Merger,,,5068655908,5083697756,,,01/01/1946,,,,,Europe,,
4020122040,05/31/2022,05/31/2022,0.00,Mesacon Messelektronik GmbH,Industrials,Other Industrials,Germany,EMG Automation GmbH,Industrials,Machinery,Germany,,BDO,Completed,Merger,,,4297546149,5083697876,,,22/06/1946,,,,,Europe,,
4020127040,12/27/2022,12/27/2022,7.98,Formecal SL,Industrials,Aerospace & Defense,Spain,Ace Aerofondo IV FCR,Financials,Other Financials,Spain,,,Completed,Merger,,,5083413290,5049431729,01/01/1982,,,,4.96,,,Europe,,0.95
4020136020,12/22/2022,12/22/2022,0.00,True Blue Car Wash LLC,Consumer Products and Services,Professional Services,United States,Alimentation Couche-Tard Inc,Retail,Food & Beverage Retailing,Canada,Goldman Sachs & Co,,Pending,Merger,"78,500.00",,4295860844,5073628945,01/01/2016,,01/05/1988,"7,406.30",,,,Americas,,
4020142040,06/09/2022,06/09/2022,0.00,Centro De Formacion Seguirilla SL,Consumer Products and Services,Educational Services,Spain,Medac Escuela De Negocios del Mediterraneo SL,Consumer Products and Services,Educational Services,Spain,,,Completed,Merger,,,5061949401,5083697806,,,,,,,,Europe,,
4020145040,12/28/2022,12/28/2022,0.19,SMCP Pte Ltd,Real Estate,Other Real Estate,Singapore,Diamond Run Ltd,Financials,Other Financials,Singapore,JP Morgan,DBS Bank Ltd,Pending,Merger,,,5083697729,5037059008,28/05/2009,,,,,,,Asia Pacific Excluding Central Asia,,
4020153040,12/28/2022,12/28/2022,0.00,Eitelhuber GmbH & Co KG,Consumer Products and Services,Other Consumer Products,Germany,Wilhelm Hoyer GmbH & Co KG,Energy and Power,Oil & Gas,Germany,Sonntag Corporate Finance GmbH,,Pending,Merger,,,4296775918,5042227935,,,01/01/1930,,2.03,,,Europe,,0.40
4020162020,12/28/2022,12/28/2022,0.00,Commodity Trucking Holdings LLC,Industrials,Transportation & Infrastructure,United States,Employee Stock Ownership Plan,Financials,Other Financials,United States,Stout,,Completed,Merger,,,,5037282849,,,,,,,,Americas,,
4020164040,12/26/2022,12/26/2022,0.00,Mesos Corredora De Seguros Ltda,Financials,Insurance,Chile,Marsh Inc,Financials,Insurance,United States,,,Pending,Merger,"38,000.00",,4297512734,5057538196,,,,,,,,Americas,,
4020166020,12/28/2022,12/28/2022,0.00,Schimenti Construction Co,Industrials,Building/Construction & Engineering,United States,Employee Stock Ownership Plan,Financials,Other Financials,United States,Stout,,Completed,Merger,,,,5035920012,01/01/1997,,,,,,,Americas,,
4020167040,11/14/2022,11/14/2022,0.00,Ideal Blue Manifatture SpA,Consumer Staples,Textiles & Apparel,Italy,Florence SpA,Consumer Staples,Textiles & Apparel,Italy,,KPMG|District Advisory Srl,Completed,Merger,,,5078368546,5046283389,,,01/10/2020,,14.27,,,Europe,,3.86
4020170040,12/20/2022,12/20/2022,784.05,Companhia Riograndense de Saneamento Corsan,Energy and Power,Water and Waste Management,Brazil,Aegea Saneamento e Participacoes SA,Energy and Power,Water and Waste Management,Brazil,,Banco Bradesco SA|Banco Itau-BBA SA|Banco BTG Pactual SA|Oaklins,Pending,Merger,,,5037944297,4296695253,21/12/1966,N/A,01/01/2010,187.10,488.52,,,Americas,,
4020284040,12/27/2022,12/27/2022,86.35,MiraeN Incheon Energy Co Ltd,Energy and Power,Power,South Korea,Incheon Total Energy Co Ltd,Energy and Power,Power,South Korea,,,Pending,Merger,62.00,,5001313645,5044252790,01/01/2011,,10/06/2004,,,,,Asia Pacific Excluding Central Asia,,
4020288040,12/27/2022,12/27/2022,0.00,Nakagawa Shuzo,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,4297716617,01/10/2007,,01/04/2010,,,,,Japan,,
4020290040,12/27/2022,12/27/2022,0.00,Chiyogiku Co Ltd,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,4297637979,30/06/1952,,01/04/2010,,,,,Japan,,
4020292040,12/27/2022,12/27/2022,0.00,Joraku Shuzo Co Ltd,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,11.00,5039650195,4297418603,03/02/1987,,01/04/2010,,,,,Japan,,
4020295040,12/27/2022,12/27/2022,0.00,Ginban Syuzo Co Ltd,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,5051164210,11/10/1965,,01/04/2010,,,,,Japan,,
4020297040,12/27/2022,12/27/2022,0.00,Sato Shochu Seizojo,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,5057832511,17/04/1998,,01/04/2010,,,,,Japan,,
4020298040,12/27/2022,12/27/2022,0.00,Fuji Takasago Shuzo,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,4297481898,20/12/2005,,01/04/2010,,,,,Japan,,
4020301040,12/27/2022,12/27/2022,0.00,Azakura Shuzo,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,5083697379,24/01/1918,,01/04/2010,,,,,Japan,,
4020304040,12/27/2022,12/27/2022,0.00,Sakura Uzumaki Shuzo Co Ltd,Consumer Staples,Food and Beverage,Japan,Dentogura,Consumer Products and Services,Professional Services,Japan,,,Pending,Merger,,,5039650195,5046725646,20/03/1951,,01/04/2010,,,,,Japan,,
4020312040,12/28/2022,12/28/2022,"1,781.61",Huayujiang (Wuhan) Real Estate Development Co Ltd,Real Estate,Other Real Estate,China (Mainland),China Resources Land Holdings Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),China International Capital Co,,Pending,Merger,,,5045943501,5083698650,17/07/2019,,31/01/2013,"75,886.65",,,,Asia Pacific Excluding Central Asia,,
4020313040,12/28/2022,12/28/2022,0.00,Huayuhan (Wuhan) Real Estate Development Co Ltd,Real Estate,Other Real Estate,China (Mainland),China Resources Land Holdings Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),China International Capital Co,,Pending,Merger,,,5045943501,5083698651,06/08/2019,,31/01/2013,"75,886.65",,,,Asia Pacific Excluding Central Asia,,
4020316040,12/28/2022,12/28/2022,0.00,Huayucheng (Shenzhen) Property Management Co Ltd,Real Estate,Real Estate Management & Development,China (Mainland),China Resources Land Holdings Co Ltd,Consumer Products and Services,Professional Services,China (Mainland),China International Capital Co,,Pending,Merger,,,5045943501,5083698653,11/05/2020,,31/01/2013,"75,886.65",,,,Asia Pacific Excluding Central Asia,,
4020332040,12/29/2022,12/29/2022,37.26,Hong Kong Tatwah Smartech Co Ltd,Telecommunications,Space and Satellites,Hong Kong,Nueva Co Ltd,Financials,Other Financials,Malaysia,,,Pending,Merger,,,5083698531,5055467453,19/11/2014,,03/09/2019,,,,,Asia Pacific Excluding Central Asia,,
4020368040,12/28/2022,12/28/2022,0.00,BBU Dr Schubert GmbH & Co KG,Industrials,Building/Construction & Engineering,Germany,Terras Holding GmbH,Industrials,Machinery,Austria,Sonntag Corporate Finance GmbH,,Pending,Merger,,,5079916289,5079197086,01/01/2005,,01/01/2008,,,,,Europe,,
4020384040,12/23/2022,12/23/2022,450.00,Internet Mobile Communications Ltd,Telecommunications,Telecommunications Services,United Kingdom,Crystal Peak Acquisition,Financials,Alternative Financial Investments,Cayman Islands,,,Withdrawn,Merger,,,5080040305,5045758536,01/01/2012,,16/03/2021,,71.87,,,Europe,,25.42
4020409020,11/15/2022,11/15/2022,0.00,Cumberland Resources Corp,Materials,Metals & Mining,United States,Cumberland Resources Nickel Corp,Materials,Metals & Mining,Canada,,,Completed,Merger,,,4297189130,5035091172,,,02/02/2004,,,,,Americas,,
4020415040,10/31/2022,10/31/2022,0.00,Suzhou Handewan Electronic Control Braking System Co. Ltd,Industrials,Automobiles & Components,China (Mainland),Handewan (Shanghai) Electronic Control Braking System Co. Ltd,Industrials,Automobiles & Components,China (Mainland),,,Completed,Merger,,,5052150203,5083698599,13/07/2020,,21/10/2016,,,,,Asia Pacific Excluding Central Asia,,
