,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,markcap.datatype,markcap.type,markcap.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,country
409,uri,http://www.wikidata.org/entity/Q208489,en,literal,EL AL Israel Airlines Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1948-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,http://www.wikidata.org/entity/Q111687393,literal,,literal,"http://www.wikidata.org/entity/Q181479, http://www.wikidata.org/entity/Q33935",literal,,he,literal,אל על  נתיבי אויר לישראל בע''מ,http://www.w3.org/2001/XMLSchema#decimal,literal,893726000,,,,,,,wd:Q801
410,uri,http://www.wikidata.org/entity/Q92583548,en,literal,Mashkar,http://www.w3.org/2001/XMLSchema#dateTime,literal,1988-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
411,uri,http://www.wikidata.org/entity/Q123059378,,literal,Q123059378,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
412,uri,http://www.wikidata.org/entity/Q122364246,en,literal,Basher Fromagerie,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
413,uri,http://www.wikidata.org/entity/Q66764615,en,literal,Madlan,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
414,uri,http://www.wikidata.org/entity/Q7187667,en,literal,Bank Massad,http://www.w3.org/2001/XMLSchema#dateTime,literal,1929-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
415,uri,http://www.wikidata.org/entity/Q66005347,en,literal,Palphot,http://www.w3.org/2001/XMLSchema#dateTime,literal,1934-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,150,,,,wd:Q801
416,uri,http://www.wikidata.org/entity/Q6629012,en,literal,Carmel Publishing House,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
417,uri,http://www.wikidata.org/entity/Q2666775,en,literal,Bank Hapoalim B.M.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q837171,literal,"http://www.wikidata.org/entity/Q65581460, http://www.wikidata.org/entity/Q6855185, http://www.wikidata.org/entity/Q86006538",literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,he,literal,"בנק הפועלים בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,44209200000,http://www.w3.org/2001/XMLSchema#decimal,literal,8800,,,,wd:Q801
418,uri,http://www.wikidata.org/entity/Q2211731,en,literal,Paz Oil Company Ltd.,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q2151621,literal,,literal,,literal,http://www.wikidata.org/entity/Q2916641,literal,,he,literal,"פז חברת הנפט בע""מ",http://www.w3.org/2001/XMLSchema#decimal,literal,5130046000,,,,,,,wd:Q801
419,uri,http://www.wikidata.org/entity/Q96398827,en,literal,Perimeter 81,http://www.w3.org/2001/XMLSchema#dateTime,literal,2018-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q989632,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
420,uri,http://www.wikidata.org/entity/Q56148954,en,literal,Heymann Brothers Films,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
421,uri,http://www.wikidata.org/entity/Q124332539,en,literal,Talit Communications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
422,uri,http://www.wikidata.org/entity/Q66827629,en,literal,Uma,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
423,uri,http://www.wikidata.org/entity/Q61126698,en,literal,RGE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-03-10T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q152491,literal,,,,,,,,,,,,,,wd:Q801
424,uri,http://www.wikidata.org/entity/Q12408351,en,literal,Yeshivat Sha'alvim,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
425,uri,http://www.wikidata.org/entity/Q30527239,en,literal,Ofir Bicurim,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
426,uri,http://www.wikidata.org/entity/Q118342559,en,literal,Artspace Tel Aviv,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
427,uri,http://www.wikidata.org/entity/Q4678516,en,literal,Adalah – The Legal Center for Arab Minority Rights in Israel,http://www.w3.org/2001/XMLSchema#dateTime,literal,1996-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,,,,,,,,,,,,,wd:Q801
428,uri,http://www.wikidata.org/entity/Q30527700,en,literal,Tmol Shilshom,http://www.w3.org/2001/XMLSchema#dateTime,literal,1994-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
429,uri,http://www.wikidata.org/entity/Q3416679,en,literal,Haifa Radio station,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
430,uri,http://www.wikidata.org/entity/Q7205567,en,literal,Pluri Inc.,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,http://www.wikidata.org/entity/Q7108,literal,,literal,,literal,http://www.wikidata.org/entity/Q41621,literal,,he,literal,פלורי אינק.,http://www.w3.org/2001/XMLSchema#decimal,literal,86730000,,,,,,,wd:Q801
431,uri,http://www.wikidata.org/entity/Q108837504,en,literal,Pagaya technologies,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q33935,literal,,,,,,,,,,,,,,wd:Q801
432,uri,http://www.wikidata.org/entity/Q965803,en,literal,103FM,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
433,uri,http://www.wikidata.org/entity/Q5058279,en,literal,Cellebrite,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q190828,literal,,,,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,520,,,,wd:Q801
434,uri,http://www.wikidata.org/entity/Q111506692,,literal,Q111506692,http://www.w3.org/2001/XMLSchema#dateTime,literal,2005-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q12408446, http://www.wikidata.org/entity/Q192807",literal,,,,,,,,,,,,,,wd:Q801
435,uri,http://www.wikidata.org/entity/Q116894331,,literal,Q116894331,,,,uri,http://www.wikidata.org/entity/Q801,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q801
