,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,markcap.datatype,markcap.type,markcap.value,equity.datatype,equity.type,equity.value,assets.datatype,assets.type,assets.value,country
293,uri,http://www.wikidata.org/entity/Q64253105,en,literal,United Entertainment,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q836198,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
294,uri,http://www.wikidata.org/entity/Q3278143,en,literal,NTT Publishing,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-09-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
295,uri,http://www.wikidata.org/entity/Q65234430,en,literal,Katsuyama Dinosaur Forest Park,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
296,uri,http://www.wikidata.org/entity/Q5954322,en,literal,Studio Gokumi,http://www.w3.org/2001/XMLSchema#dateTime,literal,2010-05-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q2575347,literal,,literal,,literal,http://www.wikidata.org/entity/Q232631,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
297,uri,http://www.wikidata.org/entity/Q4712584,en,literal,Albis,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q851411,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
298,uri,http://www.wikidata.org/entity/Q118028040,en,literal,KAIHARA CORPORATION,http://www.w3.org/2001/XMLSchema#dateTime,literal,1893-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q23754015,literal,,literal,,literal,http://www.wikidata.org/entity/Q661038,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
299,uri,http://www.wikidata.org/entity/Q28531358,en,literal,Tokyo One Piece Tower,http://www.w3.org/2001/XMLSchema#dateTime,literal,2015-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
300,uri,http://www.wikidata.org/entity/Q1833890,en,literal,Asahi Soft Drinks,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
301,uri,http://www.wikidata.org/entity/Q5362743,en,literal,Gagaga Bunko,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
302,uri,http://www.wikidata.org/entity/Q11298583,en,literal,Queen’s Factory,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-09-15T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
303,uri,http://www.wikidata.org/entity/Q11476395,en,literal,Shimamura Music,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
304,uri,http://www.wikidata.org/entity/Q11263860,en,literal,Katashina Kogen Ski Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
305,uri,http://www.wikidata.org/entity/Q11311432,en,literal,Ski Jam Katsuyama,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
306,uri,http://www.wikidata.org/entity/Q21019305,en,literal,Nippon Paint Holdings,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-03-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1207746,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
307,uri,http://www.wikidata.org/entity/Q65238059,en,literal,Oink Games,,,,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
308,uri,http://www.wikidata.org/entity/Q3276327,en,literal,Ohmi Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1896-06-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q386635,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
309,uri,http://www.wikidata.org/entity/Q1310990,en,literal,"Kirin Brewery Company, Limited",http://www.w3.org/2001/XMLSchema#dateTime,literal,1885-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q869095,literal,,literal,,literal,http://www.wikidata.org/entity/Q11367536,literal,,ja,literal,麒麟麦酒株式会社,,,,,,,,,,,,,,,,wd:Q17
310,uri,http://www.wikidata.org/entity/Q843791,en,literal,Fuji News Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,1966-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
311,uri,http://www.wikidata.org/entity/Q328268,en,literal,Sun Television,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q110143981, http://www.wikidata.org/entity/Q686802",literal,,en,literal,"Sun Television Co.,Ltd.",,,,,,,,,,,,,,,,wd:Q17
312,uri,http://www.wikidata.org/entity/Q109265176,en,literal,yukainaru,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11537935,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
313,uri,http://www.wikidata.org/entity/Q21019500,,literal,Q21019500,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
314,uri,http://www.wikidata.org/entity/Q11426141,en,literal,Kinosaki Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
315,uri,http://www.wikidata.org/entity/Q6133711,en,literal,Mie Television Broadcasting,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q128196,literal,,ja,literal,三重テレビ放送株式会社,,,,,,,,,,,,,,,,wd:Q17
316,uri,http://www.wikidata.org/entity/Q843772,en,literal,All-Nippon News Network,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1071084,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
317,uri,http://www.wikidata.org/entity/Q743615,en,literal,University of Tsukuba,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q18054525,literal,http://www.wikidata.org/entity/Q11442957,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
318,uri,http://www.wikidata.org/entity/Q110499711,en,literal,Sonzai Games,,,,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q941594,literal,,literal,,literal,http://www.wikidata.org/entity/Q35765,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
319,uri,http://www.wikidata.org/entity/Q11433801,en,literal,Books Ogaki,http://www.w3.org/2001/XMLSchema#dateTime,literal,1942-07-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q34600,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
320,uri,http://www.wikidata.org/entity/Q11569621,en,literal,Katayamazu Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11399702,,,,,,,,,,,,,,,,,,,wd:Q17
321,uri,http://www.wikidata.org/entity/Q10854960,en,literal,Kanagawa Chuo Kotsu,http://www.w3.org/2001/XMLSchema#dateTime,literal,1921-06-05T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11640494,literal,,literal,,literal,http://www.wikidata.org/entity/Q502199,literal,,en,literal,"Kanagawa Chuo Kotsu Co., Ltd.",,,,,,,,,,,,,,,,wd:Q17
322,uri,http://www.wikidata.org/entity/Q815432,en,literal,Keio University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1858-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,http://www.wikidata.org/entity/Q11653685,literal,http://www.wikidata.org/entity/Q3317048,literal,"http://www.wikidata.org/entity/Q4129669, http://www.wikidata.org/entity/Q11511377",ja,literal,慶應義塾大学,,,,,,,,,,,,,,,,wd:Q17
323,uri,http://www.wikidata.org/entity/Q11294632,en,literal,kabu.com Securities,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-11-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
324,uri,http://www.wikidata.org/entity/Q11656126,en,literal,Seki Onsen Ski Resort,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
325,uri,http://www.wikidata.org/entity/Q11357002,en,literal,Mitsubishi UFJ Research and Consulting,http://www.w3.org/2001/XMLSchema#dateTime,literal,1985-10-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
326,uri,http://www.wikidata.org/entity/Q10854528,en,literal,FM Ishikawa Broadcasting,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q131281,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
327,uri,http://www.wikidata.org/entity/Q11339688,en,literal,Micomsoft,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
328,uri,http://www.wikidata.org/entity/Q11645219,en,literal,Noguchi Kanko,http://www.w3.org/2001/XMLSchema#dateTime,literal,1963-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q428989,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
329,uri,http://www.wikidata.org/entity/Q10856329,en,literal,Tokyo Tama Intercity Monorail,http://www.w3.org/2001/XMLSchema#dateTime,literal,1986-04-08T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q11554894,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
330,uri,http://www.wikidata.org/entity/Q117475549,,literal,Q117475549,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
331,uri,http://www.wikidata.org/entity/Q11339265,en,literal,Popolamama,http://www.w3.org/2001/XMLSchema#dateTime,literal,1995-08-07T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
332,uri,http://www.wikidata.org/entity/Q11523188,en,literal,Muraokaya,http://www.w3.org/2001/XMLSchema#dateTime,literal,1928-12-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q209766,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
333,uri,http://www.wikidata.org/entity/Q11226737,en,literal,JWord,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-08-16T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
334,uri,http://www.wikidata.org/entity/Q11233609,en,literal,MonotaRO,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-10-19T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q10952243, http://www.wikidata.org/entity/Q484847",literal,,literal,,literal,"http://www.wikidata.org/entity/Q213318, http://www.wikidata.org/entity/Q3630",literal,,,,,,,,,,,,,,,,,,,,wd:Q17
335,uri,http://www.wikidata.org/entity/Q11372350,en,literal,Gotoken,http://www.w3.org/2001/XMLSchema#dateTime,literal,1879-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q26418,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
336,uri,http://www.wikidata.org/entity/Q65235114,en,literal,Tateyama Onsenkyō,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
337,uri,http://www.wikidata.org/entity/Q114799780,en,literal,Shingakai,http://www.w3.org/2001/XMLSchema#dateTime,literal,1956-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q236680,literal,,ja,literal,株式会社伸芽会,,,,,,,,,,,,,,,,wd:Q17
338,uri,http://www.wikidata.org/entity/Q11285733,en,literal,Irving,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-04-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q55638,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
339,uri,http://www.wikidata.org/entity/Q11492439,en,literal,Enakyo Wonderland,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
340,uri,http://www.wikidata.org/entity/Q843620,en,literal,Chūkyō Television Broadcasting,http://www.w3.org/2001/XMLSchema#dateTime,literal,1968-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q1254874,literal,,literal,,literal,http://www.wikidata.org/entity/Q780521,literal,,ja,literal,中京ユー・エッチ・エフ・テレビ放送株式会社,,,,,,,,,,,,,,,,wd:Q17
341,uri,http://www.wikidata.org/entity/Q96633880,en,literal,Aspark,http://www.w3.org/2001/XMLSchema#dateTime,literal,2014-01-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q190117,literal,,literal,,literal,http://www.wikidata.org/entity/Q11439906,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
342,uri,http://www.wikidata.org/entity/Q17222692,en,literal,CoMix Wave Films,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q2575347, http://www.wikidata.org/entity/Q1415395",literal,,literal,,literal,http://www.wikidata.org/entity/Q214051,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
343,uri,http://www.wikidata.org/entity/Q138133,en,literal,RWE,http://www.w3.org/2001/XMLSchema#dateTime,literal,1898-04-25T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,"http://www.wikidata.org/entity/Q2151621, http://www.wikidata.org/entity/Q1326594, http://www.wikidata.org/entity/Q1341477",literal,"http://www.wikidata.org/entity/Q15842921, http://www.wikidata.org/entity/Q2078625, http://www.wikidata.org/entity/Q108936810",literal,http://www.wikidata.org/entity/Q110984154,literal,http://www.wikidata.org/entity/Q2066,literal,"http://www.wikidata.org/entity/Q155718, http://www.wikidata.org/entity/Q874430, http://www.wikidata.org/entity/Q1230458, http://www.wikidata.org/entity/Q6571804",,,,http://www.w3.org/2001/XMLSchema#decimal,literal,19792,http://www.w3.org/2001/XMLSchema#decimal,literal,1569000000,http://www.w3.org/2001/XMLSchema#decimal,literal,28327000000,,,,,,,wd:Q17
344,uri,http://www.wikidata.org/entity/Q179433,en,literal,Bridgestone,http://www.w3.org/2001/XMLSchema#dateTime,literal,1931-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
345,uri,http://www.wikidata.org/entity/Q855479,en,literal,TDK,http://www.w3.org/2001/XMLSchema#dateTime,literal,1935-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q11650,literal,,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,53923,,,,,,,,,,,,,wd:Q17
346,uri,http://www.wikidata.org/entity/Q848490,en,literal,Roland Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-04-18T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,"http://www.wikidata.org/entity/Q1955150, http://www.wikidata.org/entity/Q1058914",literal,,literal,,literal,http://www.wikidata.org/entity/Q185125,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,3060,,,,,,,,,,,,,wd:Q17
347,uri,http://www.wikidata.org/entity/Q11343796,en,literal,Media Cafe POPEYE,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
348,uri,http://www.wikidata.org/entity/Q11341844,en,literal,Maverick DC Group,http://www.w3.org/2001/XMLSchema#dateTime,literal,1981-07-02T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q5331873,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
349,uri,http://www.wikidata.org/entity/Q38279095,en,literal,GameWith,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-06-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q190088,literal,,en,literal,"GameWith,Inc.",,,,,,,,,,,,,,,,wd:Q17
350,uri,http://www.wikidata.org/entity/Q92208320,en,literal,Art into Life,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1346925,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
351,uri,http://www.wikidata.org/entity/Q11380567,en,literal,Izusan Onsen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
352,uri,http://www.wikidata.org/entity/Q1324062,en,literal,TV Aichi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11751,literal,,ja,literal,テレビ愛知株式会社,,,,,,,,,,,,,,,,wd:Q17
353,uri,http://www.wikidata.org/entity/Q11487991,en,literal,Saizusha Corporation,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-02-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11407671,literal,,ja,literal,株式会社 彩図社,,,,,,,,,,,,,,,,wd:Q17
354,uri,http://www.wikidata.org/entity/Q11235418,en,literal,DONGYU CLUB,http://www.w3.org/2001/XMLSchema#dateTime,literal,1977-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
355,uri,http://www.wikidata.org/entity/Q97163671,en,literal,Isetatsu,http://www.w3.org/2001/XMLSchema#dateTime,literal,1864-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q11632597,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
356,uri,http://www.wikidata.org/entity/Q11343507,en,literal,Megane Drug,http://www.w3.org/2001/XMLSchema#dateTime,literal,1972-08-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q217234,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
357,uri,http://www.wikidata.org/entity/Q11498237,en,literal,Kakegawa Kachouen,,,,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
358,uri,http://www.wikidata.org/entity/Q26734724,en,literal,Free Wave,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q1490,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
359,uri,http://www.wikidata.org/entity/Q2118519,en,literal,Aichi University of Education,http://www.w3.org/2001/XMLSchema#dateTime,literal,1943-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q389515,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,571,,,,,,,,,,,,,wd:Q17
360,uri,http://www.wikidata.org/entity/Q845943,en,literal,Kantō Railway,http://www.w3.org/2001/XMLSchema#dateTime,literal,1922-09-03T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,http://www.wikidata.org/entity/Q178512,literal,,literal,,literal,http://www.wikidata.org/entity/Q11583592,literal,,,,,,,,,,,,,,,,,,,,wd:Q17
