,business.type,business.value,businessLabel.xml:lang,businessLabel.type,businessLabel.value,origindate.datatype,origindate.type,origindate.value,country.type,country.value,industries.type,industries.value,ceos.type,ceos.value,chairs.type,chairs.value,hqs.type,hqs.value,groups.type,groups.value,officialname.xml:lang,officialname.type,officialname.value,employees.datatype,employees.type,employees.value,profit.datatype,profit.type,profit.value,equity.datatype,equity.type,equity.value,country
454,uri,http://www.wikidata.org/entity/Q5039494,en,literal,Caribou Coffee,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q8486,literal,,literal,,literal,"http://www.wikidata.org/entity/Q929519, http://www.wikidata.org/entity/Q36091",literal,,,,,,,,,,,,,,wd:Q43
455,uri,http://www.wikidata.org/entity/Q17116336,en,literal,Mado,http://www.w3.org/2001/XMLSchema#dateTime,literal,1850-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q134703,literal,,,,,,,,,,,,,,wd:Q43
456,uri,http://www.wikidata.org/entity/Q17508944,en,literal,Emlak Konut,http://www.w3.org/2001/XMLSchema#dateTime,literal,1953-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
457,uri,http://www.wikidata.org/entity/Q2745022,en,literal,CNBC-e,http://www.w3.org/2001/XMLSchema#dateTime,literal,2000-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11030,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
458,uri,http://www.wikidata.org/entity/Q100588345,en,literal,AiBell Game Localization,http://www.w3.org/2001/XMLSchema#dateTime,literal,2017-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
459,uri,http://www.wikidata.org/entity/Q6098422,en,literal,Çankırı Karatekin University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q209925,literal,,,,,,,,,,,,,,wd:Q43
460,uri,http://www.wikidata.org/entity/Q19613071,en,literal,Yataş Bedding,http://www.w3.org/2001/XMLSchema#dateTime,literal,1976-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
461,uri,http://www.wikidata.org/entity/Q6085085,,literal,Q6085085,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
462,uri,http://www.wikidata.org/entity/Q931084,en,literal,Godiva Chocolatier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q17,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q219244, http://www.wikidata.org/entity/Q60",literal,,,,,,,,,,,,,,wd:Q43
463,uri,http://www.wikidata.org/entity/Q28940498,en,literal,Mother Child Education Foundation,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
464,uri,http://www.wikidata.org/entity/Q640497,en,literal,Arçelik,http://www.w3.org/2001/XMLSchema#dateTime,literal,1955-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q581105,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,30000,,,,,,,wd:Q43
465,uri,http://www.wikidata.org/entity/Q28940770,en,literal,LÖSEV (Children with Leukemia Foundation),,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
466,uri,http://www.wikidata.org/entity/Q6088582,en,literal,Istanbul Aydın University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
467,uri,http://www.wikidata.org/entity/Q6086174,en,literal,TRT Spor,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
468,uri,http://www.wikidata.org/entity/Q3671573,en,literal,Van Yüzüncü Yıl University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q80550,literal,,,,,,,,,,,,,,wd:Q43
469,uri,http://www.wikidata.org/entity/Q4690863,en,literal,Afyon Kocatepe University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q45220,literal,,,,,,,,,,,,,,wd:Q43
470,uri,http://www.wikidata.org/entity/Q2905397,en,literal,İstanbul Deniz Otobüsleri,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q178512, http://www.wikidata.org/entity/Q155930",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
471,uri,http://www.wikidata.org/entity/Q6095787,,literal,Q6095787,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
472,uri,http://www.wikidata.org/entity/Q106803513,en,literal,English Home,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
473,uri,http://www.wikidata.org/entity/Q483758,en,literal,Anadolu University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1958-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,1776,,,,,,,wd:Q43
474,uri,http://www.wikidata.org/entity/Q1754510,en,literal,Migros,http://www.w3.org/2001/XMLSchema#dateTime,literal,1954-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
475,uri,http://www.wikidata.org/entity/Q6038310,,literal,Q6038310,,,,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
476,uri,http://www.wikidata.org/entity/Q6055267,en,literal,GittiGidiyor,http://www.w3.org/2001/XMLSchema#dateTime,literal,2001-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
477,uri,http://www.wikidata.org/entity/Q105046246,en,literal,BoldMedya,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
478,uri,http://www.wikidata.org/entity/Q19611974,en,literal,Metro Turizm,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q178512, http://www.wikidata.org/entity/Q49389, http://www.wikidata.org/entity/Q5638",literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
479,uri,http://www.wikidata.org/entity/Q4736403,en,literal,Alternatif Bank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q22687,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
480,uri,http://www.wikidata.org/entity/Q343136,en,literal,İETT,http://www.w3.org/2001/XMLSchema#dateTime,literal,1871-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
481,uri,http://www.wikidata.org/entity/Q6067615,en,literal,Emre Plak,http://www.w3.org/2001/XMLSchema#dateTime,literal,1970-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
482,uri,http://www.wikidata.org/entity/Q6059453,,literal,Q6059453,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
483,uri,http://www.wikidata.org/entity/Q683816,en,literal,Demirören News Agency,http://www.w3.org/2001/XMLSchema#dateTime,literal,1999-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q192283,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,Demirören Haber Ajansı,,,,,,,,,,wd:Q43
484,uri,http://www.wikidata.org/entity/Q86841545,en,literal,ECOHOS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2003-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
485,uri,http://www.wikidata.org/entity/Q105406443,en,literal,Venovas Travel,http://www.w3.org/2001/XMLSchema#dateTime,literal,2013-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q40249,literal,,,,,,,,,,,,,,wd:Q43
486,uri,http://www.wikidata.org/entity/Q61077381,en,literal,KRT TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
487,uri,http://www.wikidata.org/entity/Q6042123,en,literal,hepsiburada.com,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
488,uri,http://www.wikidata.org/entity/Q931084,en,literal,Godiva Chocolatier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q30,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q219244, http://www.wikidata.org/entity/Q60",literal,,,,,,,,,,,,,,wd:Q43
489,uri,http://www.wikidata.org/entity/Q6041719,en,literal,Kiğılı,http://www.w3.org/2001/XMLSchema#dateTime,literal,1969-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q11828862,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
490,uri,http://www.wikidata.org/entity/Q7042323,en,literal,Niğde Ömer Halisdemir University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q194146,literal,,,,,,,,,,,,,,wd:Q43
491,uri,http://www.wikidata.org/entity/Q61608889,en,literal,Markalardan,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-07-14T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
492,uri,http://www.wikidata.org/entity/Q931084,en,literal,Godiva Chocolatier,http://www.w3.org/2001/XMLSchema#dateTime,literal,1926-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q31,literal,,literal,,literal,,literal,"http://www.wikidata.org/entity/Q219244, http://www.wikidata.org/entity/Q60",literal,,,,,,,,,,,,,,wd:Q43
493,uri,http://www.wikidata.org/entity/Q595840,en,literal,Kastamonu University,http://www.w3.org/2001/XMLSchema#dateTime,literal,2006-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q483191,literal,,,,,,,,,,,,,,wd:Q43
494,uri,http://www.wikidata.org/entity/Q60772401,en,literal,COS,http://www.w3.org/2001/XMLSchema#dateTime,literal,2007-03-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q16,literal,"http://www.wikidata.org/entity/Q97616144, http://www.wikidata.org/entity/Q11828862",literal,,literal,,literal,http://www.wikidata.org/entity/Q84,literal,,en,literal,COS,,,,,,,,,,wd:Q43
495,uri,http://www.wikidata.org/entity/Q6037320,en,literal,Yapi Kredi Publications,http://www.w3.org/2001/XMLSchema#dateTime,literal,1989-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q3972943,literal,,literal,http://www.wikidata.org/entity/Q6045741,literal,,literal,,,,,,,,,,,,,,wd:Q43
496,uri,http://www.wikidata.org/entity/Q6094978,en,literal,Bursa Deniz Otobüsleri,,,,uri,http://www.wikidata.org/entity/Q43,literal,"http://www.wikidata.org/entity/Q2072431, http://www.wikidata.org/entity/Q155930",literal,,literal,,literal,http://www.wikidata.org/entity/Q40738,literal,,,,,,,,,,,,,,wd:Q43
497,uri,http://www.wikidata.org/entity/Q6067290,en,literal,Turk Eximbank,http://www.w3.org/2001/XMLSchema#dateTime,literal,1987-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
498,uri,http://www.wikidata.org/entity/Q109327834,en,literal,Favori Yapım,http://www.w3.org/2001/XMLSchema#dateTime,literal,2020-10-06T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
499,uri,http://www.wikidata.org/entity/Q660062,en,literal,Tailwind Airlines,http://www.w3.org/2001/XMLSchema#dateTime,literal,2008-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
500,uri,http://www.wikidata.org/entity/Q4750772,en,literal,Anadolu Sigorta,http://www.w3.org/2001/XMLSchema#dateTime,literal,1925-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
501,uri,http://www.wikidata.org/entity/Q499967,en,literal,Turkish State Railways,http://www.w3.org/2001/XMLSchema#dateTime,literal,1924-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q3565868,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,tr,literal,Türkiye Cumhuriyeti Devlet Demiryolları,http://www.w3.org/2001/XMLSchema#decimal,literal,35593,,,,,,,wd:Q43
502,uri,http://www.wikidata.org/entity/Q6033386,en,literal,Özen Film,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
503,uri,http://www.wikidata.org/entity/Q122831307,en,literal,METUnic,http://www.w3.org/2001/XMLSchema#dateTime,literal,2016-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q484847,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
504,uri,http://www.wikidata.org/entity/Q55670827,en,literal,Power TV,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
505,uri,http://www.wikidata.org/entity/Q262070,en,literal,TRT Avaz,http://www.w3.org/2001/XMLSchema#dateTime,literal,2009-03-21T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,,,,,,,,,,wd:Q43
506,uri,http://www.wikidata.org/entity/Q5057509,en,literal,Manisa Celal Bayar University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1992-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,,literal,,,,,,,,,,,,,,wd:Q43
507,uri,http://www.wikidata.org/entity/Q20472928,en,literal,Özsüt,http://www.w3.org/2001/XMLSchema#dateTime,literal,1938-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q540912,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,,,,,,,,,,,,,wd:Q43
508,uri,http://www.wikidata.org/entity/Q4053185,en,literal,Adopen,http://www.w3.org/2001/XMLSchema#dateTime,literal,1997-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q6487,literal,,,,,,,,,,,,,,wd:Q43
509,uri,http://www.wikidata.org/entity/Q31191750,en,literal,Cem Yayınevi,http://www.w3.org/2001/XMLSchema#dateTime,literal,1964-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
510,uri,http://www.wikidata.org/entity/Q6089384,en,literal,A Haber,http://www.w3.org/2001/XMLSchema#dateTime,literal,2011-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
511,uri,http://www.wikidata.org/entity/Q696003,en,literal,Ziraat Bankası,http://www.w3.org/2001/XMLSchema#dateTime,literal,1863-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q3640,literal,,,,,http://www.w3.org/2001/XMLSchema#decimal,literal,24092,,,,,,,wd:Q43
512,uri,http://www.wikidata.org/entity/Q272951,en,literal,Çukurova University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1973-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q38545,literal,,,,,,,,,,,,,,wd:Q43
513,uri,http://www.wikidata.org/entity/Q19313474,en,literal,Etstur,http://www.w3.org/2001/XMLSchema#dateTime,literal,1991-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
514,uri,http://www.wikidata.org/entity/Q12811293,en,literal,ING Türkiye,http://www.w3.org/2001/XMLSchema#dateTime,literal,1984-01-01T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,http://www.wikidata.org/entity/Q837171,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,tr,literal,Türk Boston Bank,http://www.w3.org/2001/XMLSchema#decimal,literal,3442,,,,,,,wd:Q43
515,uri,http://www.wikidata.org/entity/Q1235258,en,literal,Dokuz Eylül University,http://www.w3.org/2001/XMLSchema#dateTime,literal,1982-07-20T00:00:00Z,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q35997,literal,,tr,literal,Dokuz Eylül Üniversitesi,http://www.w3.org/2001/XMLSchema#decimal,literal,3000,,,,,,,wd:Q43
516,uri,http://www.wikidata.org/entity/Q6048050,en,literal,Vatan Computer,,,,uri,http://www.wikidata.org/entity/Q43,literal,,literal,,literal,,literal,http://www.wikidata.org/entity/Q406,literal,,,,,,,,,,,,,,wd:Q43
